Symbol,Name,Year,EPS,BPS
A021240,코웨이,2013,3178,13535
A021240,코웨이,2014,3238,15146
A021240,코웨이,2015,4449,17654
A021240,코웨이,2016,3167,17891
A021240,코웨이,2017,,
A035250,강원랜드,2001,10914,23063
A035250,강원랜드,2002,11051,34114
A035250,강원랜드,2003,1148,4338
A035250,강원랜드,2004,1268,5026
A035250,강원랜드,2005,1398,5976
A035250,강원랜드,2006,1159,6610
A035250,강원랜드,2007,1369,7501
A035250,강원랜드,2008,1446,8135
A035250,강원랜드,2009,1823,9420
A035250,강원랜드,2010,2031,10533
A035250,강원랜드,2011,1782,11331
A035250,강원랜드,2012,1431,11901
A035250,강원랜드,2013,1391,12580
A035250,강원랜드,2014,1680,13458
A035250,강원랜드,2015,2064,14824
A035250,강원랜드,2016,2125,16017
A035250,강원랜드,2017,,
A030200,KT,2001,3482,38068
A030200,KT,2002,6305,39158
A030200,KT,2003,2844,37828
A030200,KT,2004,4408,40053
A030200,KT,2005,3622,41741
A030200,KT,2006,4372,44258
A030200,KT,2007,3523,46095
A030200,KT,2008,1639,46271
A030200,KT,2009,1951,43485
A030200,KT,2010,4783,46134
A030200,KT,2011,5540,48477
A030200,KT,2012,4006,50707
A030200,KT,2013,-622,48552
A030200,KT,2014,-4040,42921
A030200,KT,2015,2118,44851
A030200,KT,2016,2723,47113
A030200,KT,2017,,
A004020,현대제철,2001,278,14223
A004020,현대제철,2002,1274,16122
A004020,현대제철,2003,2068,25118
A004020,현대제철,2004,4983,32064
A004020,현대제철,2005,11247,36280
A004020,현대제철,2006,5551,41195
A004020,현대제철,2007,6092,47631
A004020,현대제철,2008,9641,56777
A004020,현대제철,2009,13503,77608
A004020,현대제철,2010,10621,98874
A004020,현대제철,2011,8757,107087
A004020,현대제철,2012,9335,115433
A004020,현대제철,2013,8102,113276
A004020,현대제철,2014,6562,117001
A004020,현대제철,2015,5866,115590
A004020,현대제철,2016,6136,121394
A004020,현대제철,2017,,
A018880,한온시스템,2001,6736,29636
A018880,한온시스템,2002,7617,36076
A018880,한온시스템,2003,8293,43663
A018880,한온시스템,2004,1068,5093
A018880,한온시스템,2005,867,5584
A018880,한온시스템,2006,778,6138
A018880,한온시스템,2007,940,6961
A018880,한온시스템,2008,884,8274
A018880,한온시스템,2009,1418,9093
A018880,한온시스템,2010,1421,9963
A018880,한온시스템,2011,2091,11704
A018880,한온시스템,2012,2169,13082
A018880,한온시스템,2013,2776,13995
A018880,한온시스템,2014,2579,15160
A018880,한온시스템,2015,2159,16342
A018880,한온시스템,2016,547,3424
A018880,한온시스템,2017,,
A161390,한국타이어,2001,,
A161390,한국타이어,2002,,
A161390,한국타이어,2003,,
A161390,한국타이어,2004,,
A161390,한국타이어,2005,,
A161390,한국타이어,2006,,
A161390,한국타이어,2007,,
A161390,한국타이어,2008,,
A161390,한국타이어,2009,,
A161390,한국타이어,2010,,
A161390,한국타이어,2011,,
A161390,한국타이어,2012,1869,25939
A161390,한국타이어,2013,5957,31634
A161390,한국타이어,2014,5654,36424
A161390,한국타이어,2015,5291,41457
A161390,한국타이어,2016,7046,48036
A161390,한국타이어,2017,,
A023530,롯데쇼핑,2001,11100,100806
A023530,롯데쇼핑,2002,12550,113194
A023530,롯데쇼핑,2003,4563,119330
A023530,롯데쇼핑,2004,15124,134390
A023530,롯데쇼핑,2005,27311,161793
A023530,롯데쇼핑,2006,26393,258780
A023530,롯데쇼핑,2007,23831,281770
A023530,롯데쇼핑,2008,25576,304051
A023530,롯데쇼핑,2009,24667,424591
A023530,롯데쇼핑,2010,26798,432602
A023530,롯데쇼핑,2011,32084,480875
A023530,롯데쇼핑,2012,37195,512281
A023530,롯데쇼핑,2013,25048,515186
A023530,롯데쇼핑,2014,16724,531131
A023530,롯데쇼핑,2015,-12164,515941
A023530,롯데쇼핑,2016,5341,517811
A023530,롯데쇼핑,2017,,
A006800,미래에셋대우,2001,252,6075
A006800,미래에셋대우,2002,-296,5495
A006800,미래에셋대우,2003,649,6259
A006800,미래에셋대우,2004,-729,6496
A006800,미래에셋대우,2005,2010,8655
A006800,미래에셋대우,2006,2185,10509
A006800,미래에셋대우,2007,1650,12040
A006800,미래에셋대우,2008,884,12356
A006800,미래에셋대우,2009,1563,14150
A006800,미래에셋대우,2010,1045,14084
A006800,미래에셋대우,2011,620,12042
A006800,미래에셋대우,2012,422,12260
A006800,미래에셋대우,2013,-86,11826
A006800,미래에셋대우,2014,602,12571
A006800,미래에셋대우,2015,498,10195
A006800,미래에셋대우,2016,115,9889
A006800,미래에셋대우,2017,,
A267250,현대로보틱스,2001,,
A267250,현대로보틱스,2002,,
A267250,현대로보틱스,2003,,
A267250,현대로보틱스,2004,,
A267250,현대로보틱스,2005,,
A267250,현대로보틱스,2006,,
A267250,현대로보틱스,2007,,
A267250,현대로보틱스,2008,,
A267250,현대로보틱스,2009,,
A267250,현대로보틱스,2010,,
A267250,현대로보틱스,2011,,
A267250,현대로보틱스,2012,,
A267250,현대로보틱스,2013,,
A267250,현대로보틱스,2014,,
A267250,현대로보틱스,2015,,
A267250,현대로보틱스,2016,,
A267250,현대로보틱스,2017,,
A139480,이마트,2001,,
A139480,이마트,2002,,
A139480,이마트,2003,,
A139480,이마트,2004,,
A139480,이마트,2005,,
A139480,이마트,2006,,
A139480,이마트,2007,,
A139480,이마트,2008,,
A139480,이마트,2009,,
A139480,이마트,2010,,
A139480,이마트,2011,10971,196899
A139480,이마트,2012,15213,216175
A139480,이마트,2013,16762,235709
A139480,이마트,2014,10404,247900
A139480,이마트,2015,16312,250707
A139480,이마트,2016,13497,276181
A139480,이마트,2017,,
A088350,한화생명,2001,1499,747
A088350,한화생명,2002,1380,2234
A088350,한화생명,2003,866,3105
A088350,한화생명,2004,756,4001
A088350,한화생명,2005,528,4387
A088350,한화생명,2006,332,4867
A088350,한화생명,2007,505,5134
A088350,한화생명,2008,117,5072
A088350,한화생명,2009,582,6540
A088350,한화생명,2010,500,7555
A088350,한화생명,2011,589,7724
A088350,한화생명,2012,591,8335
A088350,한화생명,2013,409,8264
A088350,한화생명,2014,467,10348
A088350,한화생명,2015,610,11014
A088350,한화생명,2016,916,10884
A088350,한화생명,2017,,
A078930,GS,2001,,
A078930,GS,2002,,
A078930,GS,2003,,
A078930,GS,2004,2550,20460
A078930,GS,2005,4018,24463
A078930,GS,2006,4263,26712
A078930,GS,2007,3941,29543
A078930,GS,2008,165,38713
A078930,GS,2009,5321,43982
A078930,GS,2010,1352,47790
A078930,GS,2011,8170,63529
A078930,GS,2012,5217,66984
A078930,GS,2013,3778,69429
A078930,GS,2014,-3663,62381
A078930,GS,2015,5198,66752
A078930,GS,2016,8508,73546
A078930,GS,2017,,
A008930,한미사이언스,2001,2838,18063
A008930,한미사이언스,2002,3224,20437
A008930,한미사이언스,2003,2420,22086
A008930,한미사이언스,2004,4264,23890
A008930,한미사이언스,2005,5578,29208
A008930,한미사이언스,2006,9145,36414
A008930,한미사이언스,2007,6410,41641
A008930,한미사이언스,2008,8167,44656
A008930,한미사이언스,2009,5545,50722
A008930,한미사이언스,2010,1048,47231
A008930,한미사이언스,2011,-1551,41055
A008930,한미사이언스,2012,251,8280
A008930,한미사이언스,2013,184,8193
A008930,한미사이언스,2014,391,7967
A008930,한미사이언스,2015,3122,10532
A008930,한미사이언스,2016,136,11302
A008930,한미사이언스,2017,,
A001040,CJ,2001,2356,44760
A001040,CJ,2002,4619,46580
A001040,CJ,2003,7242,51611
A001040,CJ,2004,6294,56132
A001040,CJ,2005,5445,53372
A001040,CJ,2006,4814,54211
A001040,CJ,2007,1378,62093
A001040,CJ,2008,10431,70048
A001040,CJ,2009,6182,72495
A001040,CJ,2010,707,91406
A001040,CJ,2011,12735,103910
A001040,CJ,2012,7613,107589
A001040,CJ,2013,5154,109071
A001040,CJ,2014,7198,114587
A001040,CJ,2015,7069,120645
A001040,CJ,2016,7649,124760
A001040,CJ,2017,,
A128940,한미약품,2001,,
A128940,한미약품,2002,,
A128940,한미약품,2003,,
A128940,한미약품,2004,,
A128940,한미약품,2005,,
A128940,한미약품,2006,,
A128940,한미약품,2007,,
A128940,한미약품,2008,,
A128940,한미약품,2009,,
A128940,한미약품,2010,-3074,44577
A128940,한미약품,2011,172,44859
A128940,한미약품,2012,2870,46062
A128940,한미약품,2013,5305,49584
A128940,한미약품,2014,3676,54308
A128940,한미약품,2015,15096,66182
A128940,한미약품,2016,2235,64086
A128940,한미약품,2017,,
A086280,현대글로비스,2001,,
A086280,현대글로비스,2002,38634,39796
A086280,현대글로비스,2003,40396,81017
A086280,현대글로비스,2004,23217,46679
A086280,현대글로비스,2005,2647,9993
A086280,현대글로비스,2006,1778,11692
A086280,현대글로비스,2007,2161,13851
A086280,현대글로비스,2008,3138,16712
A086280,현대글로비스,2009,5061,22152
A086280,현대글로비스,2010,6216,30283
A086280,현대글로비스,2011,9568,39780
A086280,현대글로비스,2012,13271,51180
A086280,현대글로비스,2013,12834,62236
A086280,현대글로비스,2014,14300,73895
A086280,현대글로비스,2015,10052,82577
A086280,현대글로비스,2016,13483,92725
A086280,현대글로비스,2017,,
A032640,LG유플러스,2001,739,2936
A032640,LG유플러스,2002,262,3159
A032640,LG유플러스,2003,284,3448
A032640,LG유플러스,2004,105,3582
A032640,LG유플러스,2005,895,4507
A032640,LG유플러스,2006,858,5379
A032640,LG유플러스,2007,993,6395
A032640,LG유플러스,2008,1023,7094
A032640,LG유플러스,2009,1054,7786
A032640,LG유플러스,2010,1113,9034
A032640,LG유플러스,2011,164,7837
A032640,LG유플러스,2012,-122,8582
A032640,LG유플러스,2013,640,9209
A032640,LG유플러스,2014,523,9567
A032640,LG유플러스,2015,805,10187
A032640,LG유플러스,2016,1129,11054
A032640,LG유플러스,2017,,
A097950,CJ제일제당,2001,,
A097950,CJ제일제당,2002,,
A097950,CJ제일제당,2003,,
A097950,CJ제일제당,2004,,
A097950,CJ제일제당,2005,,
A097950,CJ제일제당,2006,,
A097950,CJ제일제당,2007,1352,52543
A097950,CJ제일제당,2008,1877,117802
A097950,CJ제일제당,2009,20053,135231
A097950,CJ제일제당,2010,41293,183216
A097950,CJ제일제당,2011,21158,200616
A097950,CJ제일제당,2012,17692,213450
A097950,CJ제일제당,2013,8089,206952
A097950,CJ제일제당,2014,6369,213385
A097950,CJ제일제당,2015,13073,223904
A097950,CJ제일제당,2016,19044,242224
A097950,CJ제일제당,2017,,
A047810,한국항공우주,2001,-669,3157
A047810,한국항공우주,2002,179,3273
A047810,한국항공우주,2003,113,3370
A047810,한국항공우주,2004,76,3446
A047810,한국항공우주,2005,12,3458
A047810,한국항공우주,2006,-1742,5018
A047810,한국항공우주,2007,49,5067
A047810,한국항공우주,2008,222,5289
A047810,한국항공우주,2009,1049,6393
A047810,한국항공우주,2010,995,7038
A047810,한국항공우주,2011,797,8676
A047810,한국항공우주,2012,760,9106
A047810,한국항공우주,2013,372,9276
A047810,한국항공우주,2014,1358,10266
A047810,한국항공우주,2015,2659,12459
A047810,한국항공우주,2016,2717,14830
A047810,한국항공우주,2017,,
A009830,한화케미칼,2001,-1634,10517
A009830,한화케미칼,2002,308,10288
A009830,한화케미칼,2003,1575,11437
A009830,한화케미칼,2004,3005,13609
A009830,한화케미칼,2005,3270,16117
A009830,한화케미칼,2006,2052,17384
A009830,한화케미칼,2007,2047,19778
A009830,한화케미칼,2008,329,16770
A009830,한화케미칼,2009,2448,18872
A009830,한화케미칼,2010,2024,22267
A009830,한화케미칼,2011,1807,29513
A009830,한화케미칼,2012,211,28964
A009830,한화케미칼,2013,59,28692
A009830,한화케미칼,2014,366,26824
A009830,한화케미칼,2015,1162,28415
A009830,한화케미칼,2016,4596,31850
A009830,한화케미칼,2017,,
A010140,삼성중공업,2001,238,7426
A010140,삼성중공업,2002,461,8178
A010140,삼성중공업,2003,652,8600
A010140,삼성중공업,2004,-141,10077
A010140,삼성중공업,2005,321,8539
A010140,삼성중공업,2006,667,9757
A010140,삼성중공업,2007,2101,10405
A010140,삼성중공업,2008,2716,12981
A010140,삼성중공업,2009,2900,15200
A010140,삼성중공업,2010,4227,20602
A010140,삼성중공업,2011,3685,22956
A010140,삼성중공업,2012,3448,25714
A010140,삼성중공업,2013,2737,28146
A010140,삼성중공업,2014,646,28173
A010140,삼성중공업,2015,-5218,22545
A010140,삼성중공업,2016,-448,18545
A010140,삼성중공업,2017,,
A005830,동부화재,2001,2111,4809
A005830,동부화재,2002,1118,5048
A005830,동부화재,2003,640,6887
A005830,동부화재,2004,1595,8088
A005830,동부화재,2005,1739,9051
A005830,동부화재,2006,1722,9778
A005830,동부화재,2007,3830,12281
A005830,동부화재,2008,3270,12286
A005830,동부화재,2009,3197,16993
A005830,동부화재,2010,2362,27265
A005830,동부화재,2011,5331,32351
A005830,동부화재,2012,6981,40540
A005830,동부화재,2013,3814,38752
A005830,동부화재,2014,5961,49200
A005830,동부화재,2015,5915,54173
A005830,동부화재,2016,7396,59312
A005830,동부화재,2017,,
A004990,롯데지주,2001,46346,401438
A004990,롯데지주,2002,72733,476088
A004990,롯데지주,2003,68345,553839
A004990,롯데지주,2004,64277,835281
A004990,롯데지주,2005,69743,894608
A004990,롯데지주,2006,175418,1065880
A004990,롯데지주,2007,76679,1162587
A004990,롯데지주,2008,125285,1280477
A004990,롯데지주,2009,67233,1709870
A004990,롯데지주,2010,86311,1841240
A004990,롯데지주,2011,68718,1784827
A004990,롯데지주,2012,64461,1907881
A004990,롯데지주,2013,35689,1982995
A004990,롯데지주,2014,-2006,1751163
A004990,롯데지주,2015,52927,1820200
A004990,롯데지주,2016,4911,171843
A004990,롯데지주,2017,,
A271560,오리온,2001,,
A271560,오리온,2002,,
A271560,오리온,2003,,
A271560,오리온,2004,,
A271560,오리온,2005,,
A271560,오리온,2006,,
A271560,오리온,2007,,
A271560,오리온,2008,,
A271560,오리온,2009,,
A271560,오리온,2010,,
A271560,오리온,2011,,
A271560,오리온,2012,,
A271560,오리온,2013,,
A271560,오리온,2014,,
A271560,오리온,2015,,
A271560,오리온,2016,,
A271560,오리온,2017,,
A004800,효성,2001,1925,64491
A004800,효성,2002,1671,60421
A004800,효성,2003,1589,58976
A004800,효성,2004,2680,44121
A004800,효성,2005,-1791,39653
A004800,효성,2006,2400,40118
A004800,효성,2007,4756,44596
A004800,효성,2008,3883,70796
A004800,효성,2009,9651,78922
A004800,효성,2010,5995,81932
A004800,효성,2011,-1281,82667
A004800,효성,2012,4460,84321
A004800,효성,2013,-6526,74978
A004800,효성,2014,7667,80480
A004800,효성,2015,14030,93756
A004800,효성,2016,12972,104034
A004800,효성,2017,,
A029780,삼성카드,2001,13122,29168
A029780,삼성카드,2002,12104,39216
A029780,삼성카드,2003,-25143,12722
A029780,삼성카드,2004,-5345,5469
A029780,삼성카드,2005,-2922,3012
A029780,삼성카드,2006,2604,17501
A029780,삼성카드,2007,4980,30634
A029780,삼성카드,2008,2096,30707
A029780,삼성카드,2009,4911,36047
A029780,삼성카드,2010,9765,50463
A029780,삼성카드,2011,3051,49920
A029780,삼성카드,2012,6127,51241
A029780,삼성카드,2013,2358,53590
A029780,삼성카드,2014,5662,55210
A029780,삼성카드,2015,2880,57782
A029780,삼성카드,2016,3016,59681
A029780,삼성카드,2017,,
A000720,현대건설,2001,-3071,1400
A000720,현대건설,2002,39,1225
A000720,현대건설,2003,4476,13211
A000720,현대건설,2004,617,8090
A000720,현대건설,2005,2989,12022
A000720,현대건설,2006,3623,16460
A000720,현대건설,2007,2503,20610
A000720,현대건설,2008,3363,26041
A000720,현대건설,2009,4107,27147
A000720,현대건설,2010,3896,36550
A000720,현대건설,2011,5701,37711
A000720,현대건설,2012,4575,40811
A000720,현대건설,2013,3957,43270
A000720,현대건설,2014,2972,47477
A000720,현대건설,2015,3777,51324
A000720,현대건설,2016,5133,56786
A000720,현대건설,2017,,
A002380,KCC,2001,7959,108018
A002380,KCC,2002,13717,119143
A002380,KCC,2003,18146,170622
A002380,KCC,2004,12417,178503
A002380,KCC,2005,16926,215079
A002380,KCC,2006,18635,256187
A002380,KCC,2007,19303,438934
A002380,KCC,2008,17801,336675
A002380,KCC,2009,34301,437335
A002380,KCC,2010,30155,554029
A002380,KCC,2011,30967,486417
A002380,KCC,2012,42265,480284
A002380,KCC,2013,23558,492764
A002380,KCC,2014,30964,600744
A002380,KCC,2015,17443,566549
A002380,KCC,2016,14430,575837
A002380,KCC,2017,,
A011070,LG이노텍,2001,-580,18761
A011070,LG이노텍,2002,271,19439
A011070,LG이노텍,2003,1692,22317
A011070,LG이노텍,2004,2400,23978
A011070,LG이노텍,2005,3059,27123
A011070,LG이노텍,2006,352,26054
A011070,LG이노텍,2007,2920,29680
A011070,LG이노텍,2008,5551,40907
A011070,LG이노텍,2009,2275,51697
A011070,LG이노텍,2010,10240,73048
A011070,LG이노텍,2011,-7211,65733
A011070,LG이노텍,2012,-1237,62892
A011070,LG이노텍,2013,770,65303
A011070,LG이노텍,2014,4761,71695
A011070,LG이노텍,2015,4018,74592
A011070,LG이노텍,2016,209,75159
A011070,LG이노텍,2017,,
A001450,현대해상,2001,14361,32233
A001450,현대해상,2002,4612,37937
A001450,현대해상,2003,5595,45335
A001450,현대해상,2004,762,5321
A001450,현대해상,2005,496,5525
A001450,현대해상,2006,472,5588
A001450,현대해상,2007,1918,7639
A001450,현대해상,2008,1288,9603
A001450,현대해상,2009,2063,12147
A001450,현대해상,2010,2247,15912
A001450,현대해상,2011,4532,19985
A001450,현대해상,2012,4140,24152
A001450,현대해상,2013,2334,22975
A001450,현대해상,2014,2628,26760
A001450,현대해상,2015,2375,28414
A001450,현대해상,2016,4585,32278
A001450,현대해상,2017,,
A009240,한샘,2001,635,4289
A009240,한샘,2002,1078,5663
A009240,한샘,2003,591,6029
A009240,한샘,2004,311,6105
A009240,한샘,2005,144,6058
A009240,한샘,2006,579,6456
A009240,한샘,2007,670,6901
A009240,한샘,2008,891,7663
A009240,한샘,2009,985,8285
A009240,한샘,2010,1303,9136
A009240,한샘,2011,1670,10265
A009240,한샘,2012,1677,11346
A009240,한샘,2013,2607,13424
A009240,한샘,2014,3682,16557
A009240,한샘,2015,4872,20688
A009240,한샘,2016,5419,25206
A009240,한샘,2017,,
A036460,한국가스공사,2001,3841,35333
A036460,한국가스공사,2002,3860,38955
A036460,한국가스공사,2003,3731,41365
A036460,한국가스공사,2004,4180,43670
A036460,한국가스공사,2005,3188,45101
A036460,한국가스공사,2006,3111,47073
A036460,한국가스공사,2007,4720,50971
A036460,한국가스공사,2008,4280,54098
A036460,한국가스공사,2009,3080,68107
A036460,한국가스공사,2010,3240,95241
A036460,한국가스공사,2011,2348,105478
A036460,한국가스공사,2012,4744,109734
A036460,한국가스공사,2013,-2430,97876
A036460,한국가스공사,2014,4845,106451
A036460,한국가스공사,2015,3458,110053
A036460,한국가스공사,2016,-7302,101569
A036460,한국가스공사,2017,,
A027410,BGF리테일,2001,1376,6468
A027410,BGF리테일,2002,2483,8589
A027410,BGF리테일,2003,3423,11512
A027410,BGF리테일,2004,4222,15234
A027410,BGF리테일,2005,5146,19555
A027410,BGF리테일,2006,5532,24328
A027410,BGF리테일,2007,6368,29942
A027410,BGF리테일,2008,8117,36553
A027410,BGF리테일,2009,10008,42914
A027410,BGF리테일,2010,13716,55134
A027410,BGF리테일,2011,16147,68829
A027410,BGF리테일,2012,7246,30698
A027410,BGF리테일,2013,2796,7860
A027410,BGF리테일,2014,4125,23190
A027410,BGF리테일,2015,6144,31213
A027410,BGF리테일,2016,3704,18650
A027410,BGF리테일,2017,,
A005940,NH투자증권,2001,943,10811
A005940,NH투자증권,2002,362,10872
A005940,NH투자증권,2003,30,11413
A005940,NH투자증권,2004,296,12758
A005940,NH투자증권,2005,1683,13386
A005940,NH투자증권,2006,1412,14173
A005940,NH투자증권,2007,2155,16006
A005940,NH투자증권,2008,1201,15615
A005940,NH투자증권,2009,1193,16667
A005940,NH투자증권,2010,1061,18039
A005940,NH투자증권,2011,945,15880
A005940,NH투자증권,2012,399,16025
A005940,NH투자증권,2013,74,15866
A005940,NH투자증권,2014,371,14618
A005940,NH투자증권,2015,716,15194
A005940,NH투자증권,2016,786,15516
A005940,NH투자증권,2017,,
A012750,에스원,2001,640,7645
A012750,에스원,2002,930,8624
A012750,에스원,2003,1287,9758
A012750,에스원,2004,1520,10877
A012750,에스원,2005,1911,12216
A012750,에스원,2006,2171,13632
A012750,에스원,2007,2737,15518
A012750,에스원,2008,3023,17550
A012750,에스원,2009,2548,19068
A012750,에스원,2010,2903,21358
A012750,에스원,2011,3324,23553
A012750,에스원,2012,2656,24161
A012750,에스원,2013,2119,25332
A012750,에스원,2014,2882,27085
A012750,에스원,2015,4043,29891
A012750,에스원,2016,3698,33045
A012750,에스원,2017,,
A071050,한국금융지주,2001,,
A071050,한국금융지주,2002,,
A071050,한국금융지주,2003,1922,16395
A071050,한국금융지주,2004,1510,19293
A071050,한국금융지주,2005,10132,28023
A071050,한국금융지주,2006,3852,30853
A071050,한국금융지주,2007,5157,35928
A071050,한국금융지주,2008,-2543,30260
A071050,한국금융지주,2009,3791,34495
A071050,한국금융지주,2010,-541,33581
A071050,한국금융지주,2011,4860,41346
A071050,한국금융지주,2012,3395,43694
A071050,한국금융지주,2013,1054,44047
A071050,한국금융지주,2014,4293,47250
A071050,한국금융지주,2015,5820,52291
A071050,한국금융지주,2016,5020,55663
A071050,한국금융지주,2017,,
A000120,CJ대한통운,2001,7243,86035
A000120,CJ대한통운,2002,4273,73054
A000120,CJ대한통운,2003,3789,76764
A000120,CJ대한통운,2004,1794,70570
A000120,CJ대한통운,2005,4321,75064
A000120,CJ대한통운,2006,-24639,37929
A000120,CJ대한통운,2007,4754,42710
A000120,CJ대한통운,2008,3895,122667
A000120,CJ대한통운,2009,232,100845
A000120,CJ대한통운,2010,2927,117224
A000120,CJ대한통운,2011,3703,118018
A000120,CJ대한통운,2012,3630,121359
A000120,CJ대한통운,2013,-2445,120396
A000120,CJ대한통운,2014,2510,121311
A000120,CJ대한통운,2015,2014,124143
A000120,CJ대한통운,2016,2446,125144
A000120,CJ대한통운,2017,,
A000880,한화,2001,-3872,10498
A000880,한화,2002,-2604,7786
A000880,한화,2003,931,9502
A000880,한화,2004,3204,15150
A000880,한화,2005,1513,13051
A000880,한화,2006,3617,16453
A000880,한화,2007,2878,17486
A000880,한화,2008,3889,23329
A000880,한화,2009,7443,31007
A000880,한화,2010,1722,34277
A000880,한화,2011,1783,62388
A000880,한화,2012,3799,57018
A000880,한화,2013,1723,57276
A000880,한화,2014,-4831,58049
A000880,한화,2015,-3778,55347
A000880,한화,2016,6087,45234
A000880,한화,2017,,
A008770,호텔신라,2001,251,10630
A008770,호텔신라,2002,162,10819
A008770,호텔신라,2003,251,10958
A008770,호텔신라,2004,351,11186
A008770,호텔신라,2005,526,11792
A008770,호텔신라,2006,445,11940
A008770,호텔신라,2007,428,12390
A008770,호텔신라,2008,624,12509
A008770,호텔신라,2009,787,13305
A008770,호텔신라,2010,1235,14285
A008770,호텔신라,2011,1403,15141
A008770,호텔신라,2012,2525,17328
A008770,호텔신라,2013,270,17062
A008770,호텔신라,2014,1837,18348
A008770,호텔신라,2015,462,18697
A008770,호텔신라,2016,696,19150
A008770,호텔신라,2017,,
A016360,삼성증권,2001,830,23017
A016360,삼성증권,2002,885,23969
A016360,삼성증권,2003,1447,25304
A016360,삼성증권,2004,470,24908
A016360,삼성증권,2005,3292,28339
A016360,삼성증권,2006,3056,30069
A016360,삼성증권,2007,5360,35700
A016360,삼성증권,2008,3437,37526
A016360,삼성증권,2009,3670,40565
A016360,삼성증권,2010,3551,43089
A016360,삼성증권,2011,2419,43885
A016360,삼성증권,2012,2142,45120
A016360,삼성증권,2013,144,44505
A016360,삼성증권,2014,3002,47220
A016360,삼성증권,2015,3598,50123
A016360,삼성증권,2016,2280,50068
A016360,삼성증권,2017,,
A000210,대림산업,2001,584,38455
A000210,대림산업,2002,2785,35894
A000210,대림산업,2003,5009,40806
A000210,대림산업,2004,10841,51217
A000210,대림산업,2005,8884,59217
A000210,대림산업,2006,6569,65026
A000210,대림산업,2007,11911,76462
A000210,대림산업,2008,2629,82659
A000210,대림산업,2009,8891,98292
A000210,대림산업,2010,5275,104334
A000210,대림산업,2011,9473,114427
A000210,대림산업,2012,10133,123800
A000210,대림산업,2013,-643,122126
A000210,대림산업,2014,-11762,109537
A000210,대림산업,2015,5357,112559
A000210,대림산업,2016,6873,119454
A000210,대림산업,2017,,
A138930,BNK금융지주,2001,,
A138930,BNK금융지주,2002,,
A138930,BNK금융지주,2003,,
A138930,BNK금융지주,2004,,
